Codigo,Descripcion,Limitada a un Sexo,Limite Inferior de edad,Limite Superior de edad
X294,"Contacto traumatico con animales y plantas venenosos no especificados, calles y carreteras",,,
X295,"Contacto traumatico con animales y plantas venenosos no especificados, comercio y area de servicios",,,
X296,"Contacto traumatico con animales y plantas venenosos no especificados, area industrial y de la construccion",,,
X297,"Contacto traumatico con animales y plantas venenosos no especificados, granja",,,
X298,"Contacto traumatico con animales y plantas venenosos no especificados, otro lugar especificado",,,
X299,"Contacto traumatico con animales y plantas venenosos no especificados, lugar no especificado",,,
X300,"Exposicion al calor natural excesivo, vivienda",,,
X301,"Exposicion al calor natural excesivo, institucion residencial",,,
X302,"Exposicion al calor natural excesivo, escuelas, otras instituciones y areas administrativas  publicas",,,
X303,"Exposicion al calor natural excesivo, areas de deporte y atletismo",,,
X304,"Exposicion al calor natural excesivo, calles y carreteras",,,
X305,"Exposicion al calor natural excesivo, comercio y area de servicios",,,
X306,"Exposicion al calor natural excesivo, area industrial y de la construccion",,,
X307,"Exposicion al calor natural excesivo, granja",,,
X308,"Exposicion al calor natural excesivo, otro lugar especificado",,,
X309,"Exposicion al calor natural excesivo, lugar no especificado",,,
X310,"Exposicion al frio natural excesivo, vivienda",,,
X311,"Exposicion al frio natural excesivo, institucion residencial",,,
X312,"Exposicion al frio natural excesivo, escuelas, otras instituciones y areas administrativas  publicas",,,
X313,"Exposicion al frio natural excesivo, areas de deporte y atletismo",,,
X314,"Exposicion al frio natural excesivo, calles y carreteras",,,
X315,"Exposicion al frio natural excesivo, comercio y area de servicios",,,
X316,"Exposicion al frio natural excesivo, area industrial y de la construccion",,,
X317,"Exposicion al frio natural excesivo, granja",,,
X318,"Exposicion al frio natural excesivo, otro lugar especificado",,,
X319,"Exposicion al frio natural excesivo, lugar no especificado",,,
X320,"Exposicion a rayos solares, vivienda",,,
X321,"Exposicion a rayos solares, institucion residencial",,,
X322,"Exposicion a rayos solares, escuelas, otras instituciones y areas administrativas  publicas",,,
X323,"Exposicion a rayos solares, areas de deporte y atletismo",,,
X324,"Exposicion a rayos solares, calles y carreteras",,,
X325,"Exposicion a rayos solares, comercio y area de servicios",,,
X326,"Exposicion a rayos solares, area industrial y de la construccion",,,
X327,"Exposicion a rayos solares, granja",,,
X328,"Exposicion a rayos solares, otro lugar especificado",,,
X329,"Exposicion a rayos solares, lugar no especificado",,,
X330,"Victima de rayo, vivienda",,,
X331,"Victima de rayo, institucion residencial",,,
X332,"Victima de rayo, escuelas, otras instituciones y areas administrativas  publicas",,,
X333,"Victima de rayo, areas de deporte y atletismo",,,
X334,"Victima de rayo, calles y carreteras",,,
X335,"Victima de rayo, comercio y area de servicios",,,
X336,"Victima de rayo, area industrial y de la construccion",,,
X337,"Victima de rayo, granja",,,
X338,"Victima de rayo, otro lugar especificado",,,
X339,"Victima de rayo, lugar no especificado",,,
X340,Víctima de movimientos cataclísmicos de la tierra causados por terremoto ,,,
X341,Víctima de tsunami ,,,
X348,Víctima de otros efectos de terremoto especificados ,,,
X349,Víctima de efectos de terremoto no especificados ,,,
X350,"Victima de erupcion volcanica, vivienda",,,
X351,"Victima de erupcion volcanica, institucion residencial",,,
X352,"Victima de erupcion volcanica, escuelas, otras instituciones y areas administrativas  publicas",,,
X353,"Victima de erupcion volcanica, areas de deporte y atletismo",,,
X354,"Victima de erupcion volcanica, calles y carreteras",,,
X355,"Victima de erupcion volcanica, comercio y area de servicios",,,
X356,"Victima de erupcion volcanica, area industrial y de la construccion",,,
X357,"Victima de erupcion volcanica, granja",,,
X358,"Victima de erupcion volcanica, otro lugar especificado",,,
X359,"Victima de erupcion volcanica, lugar no especificado",,,
X360,"Victima de avalancha, derrumbe y otros movimientos de tierra, vivienda",,,
X361,"Victima de avalancha, derrumbe y otros movimientos de tierra, institucion residencial",,,
X362,"Victima de avalancha, derrumbe y otros movimientos de tierra, escuelas, otras instituciones y areas administrativas publicas",,,
X363,"Victima de avalancha, derrumbe y otros movimientos de tierra, areas de deporte y atletismo",,,
X364,"Victima de avalancha, derrumbe y otros movimientos de tierra, calles y carreteras",,,
X365,"Victima de avalancha, derrumbe y otros movimientos de tierra, comercio y areas de servicio",,,
X366,"Victima de avalancha, derrumbe y otros movimientos de tierra, area industrial y de la construccion",,,
X367,"Victima de avalancha, derrumbe y otros movimientos de tierra, granja",,,
X368,"Victima de avalancha, derrumbe y otros movimientos de tierra, otro lugar  especificado",,,
X369,"Victima de avalancha, derrumbe y otros movimientos de tierra, lugar no especificado",,,
X370,"Victima de tormenta cataclismica, vivienda",,,
X371,"Victima de tormenta cataclismica, institucion residencial",,,
X372,"Victima de tormenta cataclismica, escuelas, otras instituciones y areas administrativas  publicas",,,
X373,"Victima de tormenta cataclismica, areas de deporte y atletismo",,,
X374,"Victima de tormenta cataclismica, calles y carreteras",,,
X375,"Victima de tormenta cataclismica, comercio y area de servicios",,,
X376,"Victima de tormenta cataclismica, area industrial y de la construccion",,,
X377,"Victima de tormenta cataclismica, granja",,,
X378,"Victima de tormenta cataclismica, otro lugar especificado",,,
X379,"Victima de tormenta cataclismica, lugar no especificado",,,
X380,"Victima de inundacion, vivienda",,,
X381,"Victima de inundacion, institucion residencial",,,
X382,"Victima de inundacion, escuelas, otras instituciones y areas administrativas  publicas",,,
X383,"Victima de inundacion, areas de deporte y atletismo",,,
X384,"Victima de inundacion, calles y carreteras",,,
X385,"Victima de inundacion, comercio y area de servicios",,,
X386,"Victima de inundacion, area industrial y de la construccion",,,
X387,"Victima de inundacion, granja",,,
X388,"Victima de inundacion, otro lugar especificado",,,
X389,"Victima de inundacion, lugar no especificado",,,
X390,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, vivienda",,,
X391,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, institucion residencial",,,
X392,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, escuelas, otras instituciones y areas administrativas  publicas",,,
X393,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, areas de deporte y atletismo",,,
X394,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, calles y carreteras",,,
X395,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, comercio y area de servicios",,,
X396,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, area industrial y de la construccion",,,
X397,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, granja",,,
X398,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, otro lugar especificado",,,
X399,"Exposicion a otras fuerzas de la naturaleza, y las no especificadas, lugar no especificado",,,
X400,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, vivienda",,,
X401,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, institucion residencial",,,
X402,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, escuelas, otras instituciones y areas administrativas  publicas",,,
X403,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, areas de deporte y atletismo",,,
X404,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, calles y carreteras",,,
X405,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, comercio y area de servicios",,,
X406,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, area industrial y de la construccion",,,
X407,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, granja",,,
X408,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, otro lugar especificado",,,
X409,"Envenenamiento accidental por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, lugar no especificado",,,
X410,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, vivienda",,,
X411,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, institucion residencial",,,
X412,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, escuelas, otras instituciones y areas administrativas  publicas",,,
X413,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, areas de deporte y atletismo",,,
X414,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, calles y carreteras",,,
X415,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, comercio y area de servicios",,,
X416,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, area industrial y de la construccion",,,
X417,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, granja",,,
X418,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, otro lugar especificado",,,
X419,"Envenenamiento accidental por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, lugar no especificado",,,
X420,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, vivienda",,,
X421,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, institucion residencial",,,
X422,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, escuelas, otras instituciones y areas administrativas  publicas",,,
X423,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, areas de deporte y atletismo",,,
X424,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, calles y carreteras",,,
X425,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, comercio y area de servicios",,,
X426,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, area industrial y de la construccion",,,
X427,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, granja",,,
X428,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, otro lugar especificado",,,
X429,"Envenenamiento accidental por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, lugar no especificado",,,
X430,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, vivienda",,,
X431,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, institucion residencial",,,
X432,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, escuelas, otras instituciones y areas administrativas publicas",,,
X433,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, areas de deporte y atletismo",,,
X434,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, calles y carreteras",,,
X435,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, comercio y area de servicios",,,
X436,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, area industrial y de la construccion",,,
X437,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, granja",,,
X438,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, otro lugar especificado",,,
X439,"Envenenamiento accidental por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, lugar no especificado",,,
X440,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, vivienda",,,
X441,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, institucion residencial",,,
X442,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas",,,
X443,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, areas de deporte y atletismo",,,
X444,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, calles y carreteras",,,
X445,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, comercio y area de servicios",,,
X446,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, area industrial y de la construccion",,,
X447,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, granja",,,
X448,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, otro lugar especificado",,,
X449,"Envenenamiento accidental por, y exposicion a otras drogas, medicamentos y sustancias biologicas, y los no especificados, lugar no especificado",,,
X450,"Envenenamiento accidental por, y exposicion al alcohol, vivienda",,,
X451,"Envenenamiento accidental por, y exposicion al alcohol, institucion residencial",,,
X452,"Envenenamiento accidental por, y exposicion al alcohol, escuelas, otras instituciones y areas administrativas  publicas",,,
X453,"Envenenamiento accidental por, y exposicion al alcohol, areas de deporte y atletismo",,,
X454,"Envenenamiento accidental por, y exposicion al alcohol, calles y carreteras",,,
X455,"Envenenamiento accidental por, y exposicion al alcohol, comercio y area de servicios",,,
X456,"Envenenamiento accidental por, y exposicion al alcohol, area industrial y de la construccion",,,
X457,"Envenenamiento accidental por, y exposicion al alcohol, granja",,,
X458,"Envenenamiento accidental por, y exposicion al alcohol, otro lugar especificado",,,
X459,"Envenenamiento accidental por, y exposicion al alcohol, lugar no especificado",,,
X460,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, vivienda",,,
X461,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, institucion residencial",,,
X462,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, escuelas, otras instituciones y areas administrativas  publicas",,,
X463,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, areas de deporte y atletismo",,,
X464,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, calles y carreteras",,,
X465,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, comercio y area de servicios",,,
X466,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, area industrial y de la construccion",,,
X467,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, granja",,,
X468,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, otro lugar especificado",,,
X469,"Envenenamiento accidental por, y exposicion a disolventes organicos e hidrocarburos halogenados y sus vapores, lugar no especificado",,,
X470,"Envenenamiento accidental por, y exposicion a otros gases y vapores, vivienda",,,
X471,"Envenenamiento accidental por, y exposicion a otros gases y vapores, institucion residencial",,,
X472,"Envenenamiento accidental por, y exposicion a otros gases y vapores, escuelas, otras instituciones y areas administrativas  publicas",,,
X473,"Envenenamiento accidental por, y exposicion a otros gases y vapores, areas de deporte y atletismo",,,
X474,"Envenenamiento accidental por, y exposicion a otros gases y vapores, calles y carreteras",,,
X475,"Envenenamiento accidental por, y exposicion a otros gases y vapores, comercio y area de servicios",,,
X476,"Envenenamiento accidental por, y exposicion a otros gases y vapores, area industrial y de la construccion",,,
X477,"Envenenamiento accidental por, y exposicion a otros gases y vapores, granja",,,
X478,"Envenenamiento accidental por, y exposicion a otros gases y vapores, otro lugar especificado",,,
X479,"Envenenamiento accidental por, y exposicion a otros gases y vapores, lugar no especificado",,,
X480,"Envenenamiento accidental por, y exposicion a plaguicidas, vivienda",,,
X481,"Envenenamiento accidental por, y exposicion a plaguicidas, institucion residencial",,,
X482,"Envenenamiento accidental por, y exposicion a plaguicidas, escuelas, otras instituciones y areas administrativas  publicas",,,
X483,"Envenenamiento accidental por, y exposicion a plaguicidas, areas de deporte y atletismo",,,
X484,"Envenenamiento accidental por, y exposicion a plaguicidas, calles y carreteras",,,
X485,"Envenenamiento accidental por, y exposicion a plaguicidas, comercio y area de servicios",,,
X486,"Envenenamiento accidental por, y exposicion a plaguicidas, area industrial y de la construccion",,,
X487,"Envenenamiento accidental por, y exposicion a plaguicidas, granja",,,
X488,"Envenenamiento accidental por, y exposicion a plaguicidas, otro lugar especificado",,,
X489,"Envenenamiento accidental por, y exposicion a plaguicidas, lugar no especificado",,,
X490,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, vivienda",,,
X491,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, institucion residencial",,,
X492,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, escuelas, otras instituciones y areas administrativas  publicas",,,
X493,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, areas de deporte y atletismo",,,
X494,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, calles y carreteras",,,
X495,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, comercio y area de servicios",,,
X496,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, area industrial y de la construccion",,,
X497,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, granja",,,
X498,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, otro lugar especificado",,,
X499,"Envenenamiento accidental por, y exposicion a otros productos quimicos y sustancias nocivas, y los no especificados, lugar no especificado",,,
X500,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, vivienda",,,
X501,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, institucion residencial",,,
X502,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, escuelas, otras instituciones y areas administrativas  publicas",,,
X503,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, areas de deporte y atletismo",,,
X504,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, calles y carreteras",,,
X505,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, comercio y area de servicios",,,
X506,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, area industrial y de la construccion",,,
X507,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, granja",,,
X508,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, otro lugar especificado",,,
X509,"Exceso de esfuerzo y movimientos extenuantes y repetitivos, lugar no especificado",,,
X510,"Viajes y desplazamientos, vivienda",,,
X511,"Viajes y desplazamientos, institucion residencial",,,
X512,"Viajes y desplazamientos, escuelas, otras instituciones y areas administrativas publicas",,,
X513,"Viajes y desplazamientos, areas de deporte y atletismo",,,
X514,"Viajes y desplazamientos, calles y carreteras",,,
X515,"Viajes y desplazamientos, comercio y area de servicios",,,
X516,"Viajes y desplazamientos, area industrial y de la construccion",,,
X517,"Viajes y desplazamientos, granja",,,
X518,"Viajes y desplazamientos, otro lugar especificado",,,
X519,"Viajes y desplazamientos, lugar no especificado",,,
X520,"Permanencia prolongada en ambiente sin gravedad, vivienda",,,
X521,"Permanencia prolongada en ambiente sin gravedad, institucion residencial",,,
X522,"Permanencia prolongada en ambiente sin gravedad, escuelas, otras instituciones y areas administrativas  publicas",,,
X523,"Permanencia prolongada en ambiente sin gravedad, areas de deporte y atletismo",,,
X524,"Permanencia prolongada en ambiente sin gravedad, calles y carreteras",,,
X525,"Permanencia prolongada en ambiente sin gravedad, comercio y area de servicios",,,
X526,"Permanencia prolongada en ambiente sin gravedad, area industrial y de la construccion",,,
X527,"Permanencia prolongada en ambiente sin gravedad, granja",,,
X528,"Permanencia prolongada en ambiente sin gravedad, otro lugar especificado",,,
X529,"Permanencia prolongada en ambiente sin gravedad, lugar no especificado",,,
X530,"Privacion de alimentos, vivienda",,,
X531,"Privacion de alimentos, institucion residencial",,,
X532,"Privacion de alimentos, escuelas, otras instituciones y areas administrativas  publicas",,,
X533,"Privacion de alimentos, areas de deporte y atletismo",,,
X534,"Privacion de alimentos, calles y carreteras",,,
X535,"Privacion de alimentos, comercio y area de servicios",,,
X536,"Privacion de alimentos, area industrial y de la construccion",,,
X537,"Privacion de alimentos, granja",,,
X538,"Privacion de alimentos, otro lugar especificado",,,
X539,"Privacion de alimentos, lugar no especificado",,,
X540,"Privacion de agua, vivienda",,,
X541,"Privacion de agua, institucion residencial",,,
X542,"Privacion de agua, escuelas, otras instituciones y areas administrativas  publicas",,,
X543,"Privacion de agua, areas de deporte y atletismo",,,
X544,"Privacion de agua, calles y carreteras",,,
X545,"Privacion de agua, comercio y area de servicios",,,
X546,"Privacion de agua, area industrial y de la construccion",,,
X547,"Privacion de agua, granja",,,
X548,"Privacion de agua, otro lugar especificado",,,
X549,"Privacion de agua, lugar no especificado",,,
X570,"Privacion no especificada, vivienda",,,
X571,"Privacion no especificada, institucion residencial",,,
X572,"Privacion no especificada, escuelas, otras instituciones y areas administrativas publicas",,,
X573,"Privacion no especificada, areas de deporte y atletismo",,,
X574,"Privacion no especificada, calles y carreteras",,,
X575,"Privacion no especificada, comercio y area de servicios",,,
X576,"Privacion no especificada, area industrial y de la construccion",,,
X577,"Privacion no especificada, granja",,,
X578,"Privacion no especificada, otro lugar especificado",,,
X579,"Privacion no especificada, lugar no especificado",,,
X580,"Exposicion a otros factores especificados, vivienda",,,
X581,"Exposicion a otros factores especificados, institucion residencial",,,
X582,"Exposicion a otros factores especificados, escuelas, otras instituciones y areas administrativas publicas",,,
X583,"Exposicion a otros factores especificados, areas de deporte y atletismo",,,
X584,"Exposicion a otros factores especificados, calles y carreteras",,,
X585,"Exposicion a otros factores especificados, comercio y area de servicios",,,
X586,"Exposicion a otros factores especificados, area industrial y de la construccion",,,
X587,"Exposicion a otros factores especificados, granja",,,
X588,"Exposicion a otros factores especificados, otro lugar especificado",,,
X589,"Exposicion a otros factores especificados, lugar no especificado",,,
X590,"Exposicion a factores no especificados, que causan fractura ",,,
X599,Exposicion a factores no especificados que causan otras lesiones y las no especificadas ,,,
X600,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, vivienda",,010A,120A
X601,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, institucion residencial",,010A,120A
X602,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, escuelas, otras instituciones y areas administrativas  publicas",,010A,120A
X603,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, areas de deporte y atletismo",,010A,120A
X604,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, calles y carreteras",,010A,120A
X605,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, comercio y area de servicios",,010A,120A
X606,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, area industrial y de la construccion",,010A,120A
X607,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, granja",,010A,120A
X608,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, otro lugar especificado",,010A,120A
X609,"Envenenamiento autoinfligido intencionalmente por, y exposicion a analgesicos no narcoticos, antipireticos y antirreumaticos, lugar no especificado",,010A,120A
X610,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, vivienda",,010A,120A
X611,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, institucion residencial",,010A,120A
X612,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, escuelas, otras instituciones y areas administrativas publicas",,010A,120A
X613,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, areas de deporte y atletismo",,010A,120A
X614,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, calles y carreteras",,010A,120A
X615,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, comercio y area de servicios",,010A,120A
X616,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, area industrial y de la construccion",,010A,120A
X617,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, granja",,010A,120A
X618,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, otro lugar especificado",,010A,120A
X619,"Envenenamiento autoinfligido intencionalmente por, y exposicion a drogas antiepilepticas, sedantes, hipnoticas, antiparkinsonianas y psicotropicas, no clasificadas en otra parte, lugar no especificado",,010A,120A
X620,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, vivienda",,010A,120A
X621,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, institucion residencial",,010A,120A
X622,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, escuelas, otras instituciones y areas administrativas publicas",,010A,120A
X623,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, areas de deporte y atletismo",,010A,120A
X624,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, calles y carreteras",,010A,120A
X625,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, comercio y area de servicios",,010A,120A
X626,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, area industrial y de la construccion",,010A,120A
X627,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, granja",,010A,120A
X628,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, otro lugar especificado",,010A,120A
X629,"Envenenamiento autoinfligido intencionalmente por, y exposicion a narcoticos y psicodislepticos [alucinogenos], no clasificados en otra parte, lugar no especificado",,010A,120A
X630,"Envenenamiento autoinfligido intencionalmente por, y exposicion a otras drogas que actuan sobre el sistema nervioso autonomo, vivienda",,010A,120A
